original_doc_id,entity_text,entity_label,score,start,end,context,has_overlap,Correct
8c0849f2-fc43-43c0-a78f-c9656636b300,bones,ARTEFACT,0,55,60,"a small assemblage of human [TARGET] blended with loose soil, found",False,SPECIES
8c0849f2-fc43-43c0-a78f-c9656636b300,soil,MATERIAL,0,80,84,"human bones blended with loose [TARGET] , found near the southern",False,
8c0849f2-fc43-43c0-a78f-c9656636b300,southern edge,LOCATION,0,101,114,"loose soil, found near the [TARGET] of the pit, close to",False,
8c0849f2-fc43-43c0-a78f-c9656636b300,pit,CONTEXT,0,122,125,"the southern edge of the [TARGET] , close to the right",False,
8c0849f2-fc43-43c0-a78f-c9656636b300,right,LOCATION,0,140,145,"the pit, close to the [TARGET] upper arm of the skeleton,",False,
8c0849f2-fc43-43c0-a78f-c9656636b300,skeleton,ARTEFACT,0,163,171,"right upper arm of the [TARGET] , and extending onto the",False,SPECIES
8c0849f2-fc43-43c0-a78f-c9656636b300,inner side,LOCATION,0,196,206,"skeleton, and extending onto the [TARGET] of the outer layer of",False,
8c0849f2-fc43-43c0-a78f-c9656636b300,cover stones,ARTEFACT,0,229,241,of the outer layer of [TARGET] (c618). This deposit includes a,False,
8c0849f2-fc43-43c0-a78f-c9656636b300,c618,CONTEXT_ID,0,243,247,layer of cover stones ( [TARGET] ). This deposit includes a,False,
8c0849f2-fc43-43c0-a78f-c9656636b300,long bone,ARTEFACT,0,274,283,"(c618). This deposit includes a [TARGET] and ribs, which may have",False,SPECIES
8c0849f2-fc43-43c0-a78f-c9656636b300,ribs,ARTEFACT,0,288,292,"includes a long bone and [TARGET] , which may have belonged",False,SPECIES
8c0849f2-fc43-43c0-a78f-c9656636b300,skeleton,ARTEFACT,0,325,333,may have belonged to the [TARGET] c623 (possibly part of the,False,SPECIES
8c0849f2-fc43-43c0-a78f-c9656636b300,c623,CONTEXT_ID,0,334,338,have belonged to the skeleton [TARGET] (possibly part of the arm,False,
8c0849f2-fc43-43c0-a78f-c9656636b300,right,LOCATION,0,369,374,"part of the arm and [TARGET] ribs). Therefore, the interpretation of",False,
8c0849f2-fc43-43c0-a78f-c9656636b300,ribs,ARTEFACT,0,375,379,"of the arm and right [TARGET] ). Therefore, the interpretation of",False,SPECIES
8c0849f2-fc43-43c0-a78f-c9656636b300,remains,ARTEFACT,0,428,435,the interpretation of this deposit [TARGET] unclear. Rather than being a,False,SPECIES
8c0849f2-fc43-43c0-a78f-c9656636b300,animal,SPECIES,0,572,578,"it resulted from bioturbation ( [TARGET] activity). However, osteological analysis may",False,
8c0849f2-fc43-43c0-a78f-c9656636b300,remains,ARTEFACT,0,674,681,into the nature of this [TARGET] .,False,SPECIES
2830a7c1-a3f5-4917-beb3-4dce0bd4f8e0,clayey silt,MATERIAL,0,8,19,Fill of [TARGET] . The lowest fill of,False,
2830a7c1-a3f5-4917-beb3-4dce0bd4f8e0,posthole,CONTEXT,0,44,52,The lowest fill of the [TARGET] exposed in 2019.,False,
2830a7c1-a3f5-4917-beb3-4dce0bd4f8e0,2019,PERIOD,0,64,68,of the posthole exposed in [TARGET] .,False,None
f6e7d704-c2d0-4f90-9018-28cf5b25cc75,southeast corner,LOCATION,0,194,210,identified and excavate on th [TARGET] of the trench for understanding,False,
f6e7d704-c2d0-4f90-9018-28cf5b25cc75,trench,CONTEXT,0,218,224,"th southeast corner of the [TARGET] for understanding context c615, which",False,
f6e7d704-c2d0-4f90-9018-28cf5b25cc75,c615,CONTEXT_ID,0,251,255,"the trench for understanding context [TARGET] , which is full of",False,
f6e7d704-c2d0-4f90-9018-28cf5b25cc75,round stones,ARTEFACT,0,283,295,which is full of selected [TARGET] . C620 is outside of,True,
f6e7d704-c2d0-4f90-9018-28cf5b25cc75,stone,MATERIAL,0,289,294,is full of selected round [TARGET] s. C620 is outside of,True,
f6e7d704-c2d0-4f90-9018-28cf5b25cc75,C620,CONTEXT_ID,0,297,301,full of selected round stones. [TARGET] is outside of the c615,,None
f6e7d704-c2d0-4f90-9018-28cf5b25cc75,c615,CONTEXT_ID,0,320,324,C620 is outside of the [TARGET] , excavate southeast of c615,None
f6e7d704-c2d0-4f90-9018-28cf5b25cc75,c615,CONTEXT_ID,0,348,352,the c615, excavate southeast of [TARGET] to make it align to,None
f6e7d704-c2d0-4f90-9018-28cf5b25cc75,c604,CONTEXT_ID,0,373,377,"to make it align to [TARGET] excavated area, and to understand",False,
f6e7d704-c2d0-4f90-9018-28cf5b25cc75,east section,LOCATION,0,412,424,"excavated area, and to understand [TARGET] . There were some chipped",False,
f6e7d704-c2d0-4f90-9018-28cf5b25cc75,chipped stones,ARTEFACT,0,442,456,"east section. There were some [TARGET] and stone raw material, maybe",True,
f6e7d704-c2d0-4f90-9018-28cf5b25cc75,stone,MATERIAL,0,450,455,"section. There were some chipped [TARGET] s and stone raw material,",True,
f6e7d704-c2d0-4f90-9018-28cf5b25cc75,stone raw material,MATERIAL,0,461,479,"were some chipped stones and [TARGET] , maybe it was a",False,
f6e7d704-c2d0-4f90-9018-28cf5b25cc75,stone,MATERIAL,0,496,501,"material, maybe it was a [TARGET] factory, and other round stones",False,
f6e7d704-c2d0-4f90-9018-28cf5b25cc75,round stones,ARTEFACT,0,521,533,"a stone factory, and other [TARGET] which are easy to take",True,
f6e7d704-c2d0-4f90-9018-28cf5b25cc75,stone,MATERIAL,0,527,532,"stone factory, and other round [TARGET] s which are easy to",True,
f6e7d704-c2d0-4f90-9018-28cf5b25cc75,stone tools,ARTEFACT,0,587,598,"size), is suppose to be [TARGET] . The soil is similar",True,
f6e7d704-c2d0-4f90-9018-28cf5b25cc75,stone,MATERIAL,0,587,592,"size), is suppose to be [TARGET] tools. The soil is similar",True,
f6e7d704-c2d0-4f90-9018-28cf5b25cc75,soil,MATERIAL,0,604,608,"to be stone tools. The [TARGET] is similar with c604, and",False,
f6e7d704-c2d0-4f90-9018-28cf5b25cc75,c604,CONTEXT_ID,0,625,629,"The soil is similar with [TARGET] , and at the same",False,
f6e7d704-c2d0-4f90-9018-28cf5b25cc75,chipped stones,ARTEFACT,0,668,682,"same level there are some [TARGET] , stone raw materials in",True,
f6e7d704-c2d0-4f90-9018-28cf5b25cc75,stone,MATERIAL,0,676,681,"level there are some chipped [TARGET] s, stone raw materials in",True,
f6e7d704-c2d0-4f90-9018-28cf5b25cc75,stone raw material,MATERIAL,0,684,702,"there are some chipped stones, [TARGET] s in the middle of",False,
f6e7d704-c2d0-4f90-9018-28cf5b25cc75,sondage,PERIOD,0,721,728,materials in the middle of [TARGET] and some burned soil which,False,None
f6e7d704-c2d0-4f90-9018-28cf5b25cc75,burned soil,ARTEFACT,0,738,749,"middle of sondage and some [TARGET] which is yellowish brown, and",True,
f6e7d704-c2d0-4f90-9018-28cf5b25cc75,soil,MATERIAL,0,745,749,"of sondage and some burned [TARGET] which is yellowish brown, and",True,
f6e7d704-c2d0-4f90-9018-28cf5b25cc75,ash,MATERIAL,0,785,788,"is yellowish brown, and some [TARGET] nearby, there weere also some",False,
f6e7d704-c2d0-4f90-9018-28cf5b25cc75,conical bone tools,ARTEFACT,0,819,837,"nearby, there weere also some [TARGET] which may be used.]""",False,
c612ecfd-2d82-4201-82bc-b1547512b760,603,CONTEXT_ID,0,12,15,The context [TARGET] corresponds to the human skeleton,False,
c612ecfd-2d82-4201-82bc-b1547512b760,human,SPECIES,0,35,40,context 603 corresponds to the [TARGET] skeleton belonging to the single,False,
c612ecfd-2d82-4201-82bc-b1547512b760,burial F1,CONTEXT,0,74,83,skeleton belonging to the single [TARGET] . Found at 0.55 m,True,
c612ecfd-2d82-4201-82bc-b1547512b760,F1,LOCATION,0,81,83,belonging to the single burial [TARGET] . Found at 0.55 m,True,CONTEXT_ID
c612ecfd-2d82-4201-82bc-b1547512b760,soil,MATERIAL,0,128,132,"the level of the top [TARGET] , it has been damaged",False,
c612ecfd-2d82-4201-82bc-b1547512b760,moderne,PERIOD,0,157,164,it has been damaged by [TARGET] ploughing (causing displacement of the,False,
c612ecfd-2d82-4201-82bc-b1547512b760,bones,ARTEFACT,0,218,223,of the left hand and [TARGET] found in the upper fill,False,SPECIES
c612ecfd-2d82-4201-82bc-b1547512b760,west-east,LOCATION,0,368,377,"skeleton remains preserved). Oriented exactly [TARGET] , like the neighbouring burial",False,
c612ecfd-2d82-4201-82bc-b1547512b760,burial F2,CONTEXT,0,401,410,"exactly west-east, like the neighbouring [TARGET] , this skeleton likely belongs",False,
c612ecfd-2d82-4201-82bc-b1547512b760,right side,LOCATION,0,582,592,"a flexed posture on the [TARGET] , with the head oriented",False,
c612ecfd-2d82-4201-82bc-b1547512b760,east,LOCATION,0,617,621,"side, with the head oriented [TARGET] . Both arms were flexed,",False,
c612ecfd-2d82-4201-82bc-b1547512b760,pit,CONTEXT,0,947,950,"could suggest an initially empty [TARGET] with a cover; however, this",False,
c612ecfd-2d82-4201-82bc-b1547512b760,modern,PERIOD,0,1021,1027,be confirmed due to the [TARGET] disturbance of the skeleton. The,False,
c612ecfd-2d82-4201-82bc-b1547512b760,pit,CONTEXT,0,1130,1133,by the irregularity of the [TARGET] (C613). No artefacts could be,False,
c612ecfd-2d82-4201-82bc-b1547512b760,C613,CONTEXT_ID,0,1135,1139,irregularity of the pit ( [TARGET] ). No artefacts could be,False,
c612ecfd-2d82-4201-82bc-b1547512b760,C606,CONTEXT_ID,0,1236,1240,fill of the burial ( [TARGET] ) consists of the same,False,
c612ecfd-2d82-4201-82bc-b1547512b760,soil,MATERIAL,0,1263,1267,(C606) consists of the same [TARGET] as the surrounding pit (C605).,False,
c612ecfd-2d82-4201-82bc-b1547512b760,pit,CONTEXT,0,1287,1290,"same soil as the surrounding [TARGET] (C605). Nonetheless, a chipped stone",False,
c612ecfd-2d82-4201-82bc-b1547512b760,C605,CONTEXT_ID,0,1292,1296,"as the surrounding pit ( [TARGET] ). Nonetheless, a chipped stone",False,
c612ecfd-2d82-4201-82bc-b1547512b760,stone,ARTEFACT,0,1322,1327,"pit (C605). Nonetheless, a chipped [TARGET] (606 #11) and three shells",True,
c612ecfd-2d82-4201-82bc-b1547512b760,stone,MATERIAL,0,1322,1327,"pit (C605). Nonetheless, a chipped [TARGET] (606 #11) and three shells",True,
c612ecfd-2d82-4201-82bc-b1547512b760,606 #11,CONTEXT_ID,0,1329,1336,"Nonetheless, a chipped stone ( [TARGET] ) and three shells (606",False,
c612ecfd-2d82-4201-82bc-b1547512b760,shells,ARTEFACT,0,1348,1354,"stone (606 #11) and three [TARGET] (606 #10, 15, and 18)",False,
c612ecfd-2d82-4201-82bc-b1547512b760,606 #10,CONTEXT_ID,0,1356,1363,"#11) and three shells ( [TARGET] , 15, and 18) were",False,
c612ecfd-2d82-4201-82bc-b1547512b760,C606,CONTEXT_ID,0,1484,1488,classified as special finds ( [TARGET] ). The preserved length of,False,
c612ecfd-2d82-4201-82bc-b1547512b760,east,LOCATION,0,1551,1555,"skeleton, measured from west to [TARGET] , is 0.90 m.",False,
bbe54ff4-de12-4f52-8ade-d30e0f85f76b,C214,CONTEXT_ID,0,49,53,discovered after the removal of [TARGET] . It has a very,False,
bbe54ff4-de12-4f52-8ade-d30e0f85f76b,wall,CONTEXT,0,157,161,"traces of burnt material, possibly [TARGET] , as we found a",False,
bbe54ff4-de12-4f52-8ade-d30e0f85f76b,CBM,MATERIAL,0,199,202,found a significant amount of [TARGET] with burn marks on it.,False,
bbe54ff4-de12-4f52-8ade-d30e0f85f76b,sherds,ARTEFACT,0,243,249,"it. Also, we found 3 [TARGET] (rim, body and bottom) of",False,
bbe54ff4-de12-4f52-8ade-d30e0f85f76b,bowl,ARTEFACT,0,285,289,and bottom) of the same [TARGET] (2 of them-rim&body- a align,False,
bbe54ff4-de12-4f52-8ade-d30e0f85f76b,late neolithic,PERIOD,0,455,469,It's a typical example of [TARGET] . Also the context was,False,
bbe54ff4-de12-4f52-8ade-d30e0f85f76b,animal,SPECIES,0,517,523,"was probably disturbed by an [TARGET] , considering the animal hole",False,
bbe54ff4-de12-4f52-8ade-d30e0f85f76b,animal hole,CONTEXT,0,541,552,"by an animal, considering the [TARGET] that extends to the western",True,
bbe54ff4-de12-4f52-8ade-d30e0f85f76b,animal,SPECIES,0,541,547,"by an animal, considering the [TARGET] hole that extends to the",True,
bbe54ff4-de12-4f52-8ade-d30e0f85f76b,wall,CONTEXT,0,581,585,"that extends to the western [TARGET] . Therefore, some pieces of",False,
bbe54ff4-de12-4f52-8ade-d30e0f85f76b,late neolithic,PERIOD,0,613,627,"wall. Therefore, some pieces of [TARGET] II ceramic were found .",False,
bbe54ff4-de12-4f52-8ade-d30e0f85f76b,ceramic,MATERIAL,0,631,638,pieces of late neolithic II [TARGET] were found . This context,False,
bbe54ff4-de12-4f52-8ade-d30e0f85f76b,wall,CONTEXT,0,683,687,This context possibly define a [TARGET] if we compare it within,False,
b1f54959-bb9a-42cb-9f84-6d21d05bdf6e,wall,CONTEXT,0,11,15,"""After the [TARGET] (c806) was revealed, the possibility",False,
b1f54959-bb9a-42cb-9f84-6d21d05bdf6e,c806,CONTEXT_ID,0,17,21,"""After the wall ( [TARGET] ) was revealed, the possibility",False,
b1f54959-bb9a-42cb-9f84-6d21d05bdf6e,ditch,CONTEXT,0,58,63,"revealed, the possibility of a [TARGET] on the western side needed",False,
b1f54959-bb9a-42cb-9f84-6d21d05bdf6e,western side,LOCATION,0,71,83,"of a ditch on the [TARGET] needed to be explored, because",False,
b1f54959-bb9a-42cb-9f84-6d21d05bdf6e,H8-99,CONTEXT_ID,0,138,143,because of the similarity with [TARGET] . A dark brown surface,False,
b1f54959-bb9a-42cb-9f84-6d21d05bdf6e,surface,CONTEXT,0,158,165,with H8-99. A dark brown [TARGET] (c807) was revealed on the,False,
b1f54959-bb9a-42cb-9f84-6d21d05bdf6e,c807,CONTEXT_ID,0,167,171,A dark brown surface ( [TARGET] ) was revealed on the,False,
b1f54959-bb9a-42cb-9f84-6d21d05bdf6e,east,LOCATION,0,193,197,(c807) was revealed on the [TARGET] seperated from the wall by,False,
b1f54959-bb9a-42cb-9f84-6d21d05bdf6e,wall,CONTEXT,0,217,221,the east seperated from the [TARGET] by a surface of white,False,
b1f54959-bb9a-42cb-9f84-6d21d05bdf6e,surface,CONTEXT,0,227,234,from the wall by a [TARGET] of white neogene natural soil,False,
b1f54959-bb9a-42cb-9f84-6d21d05bdf6e,neogene,PERIOD,0,244,251,by a surface of white [TARGET] natural soil (c808). The soil,False,
b1f54959-bb9a-42cb-9f84-6d21d05bdf6e,soil,MATERIAL,0,260,264,surface of white neogene natural [TARGET] (c808). The soil of c807,False,
b1f54959-bb9a-42cb-9f84-6d21d05bdf6e,c808,CONTEXT_ID,0,266,270,white neogene natural soil ( [TARGET] ). The soil of c807,False,
b1f54959-bb9a-42cb-9f84-6d21d05bdf6e,soil,MATERIAL,0,277,281,neogene natural soil (c808). The [TARGET] of c807 that was closer,False,
b1f54959-bb9a-42cb-9f84-6d21d05bdf6e,c807,CONTEXT_ID,0,285,289,soil (c808). The soil of [TARGET] that was closer to the,False,
b1f54959-bb9a-42cb-9f84-6d21d05bdf6e,soil,MATERIAL,0,321,325,was closer to the natural [TARGET] on the west side had,False,
b1f54959-bb9a-42cb-9f84-6d21d05bdf6e,west side,LOCATION,0,333,342,the natural soil on the [TARGET] had many white limestone inlcusions,False,
b1f54959-bb9a-42cb-9f84-6d21d05bdf6e,limestone,MATERIAL,0,358,367,west side had many white [TARGET] inlcusions and some yellowish brown,False,
b1f54959-bb9a-42cb-9f84-6d21d05bdf6e,eastern side,LOCATION,0,424,436,"brown parts. Also, on the [TARGET] the pieces of pottery were",False,
b1f54959-bb9a-42cb-9f84-6d21d05bdf6e,Pottery,ARTEFACT,0,472,479,pieces of pottery were larger. [TARGET] was both from Late Neolithic,False,
b1f54959-bb9a-42cb-9f84-6d21d05bdf6e,Late Neolithic,PERIOD,0,494,508,"larger. Pottery was both from [TARGET] I II (almost same amount),",False,
b1f54959-bb9a-42cb-9f84-6d21d05bdf6e,LNII,PERIOD,0,554,558,"amount), but the pieces of [TARGET] were bigger.",False,
85a64e57-8b3b-4429-bf37-2afefe1d4865,central area,LOCATION,0,7,19,"In the [TARGET] , a thicker accumulation of",False,
85a64e57-8b3b-4429-bf37-2afefe1d4865,stones,ARTEFACT,0,47,53,"area, a thicker accumulation of [TARGET] and clay building material had",True,
85a64e57-8b3b-4429-bf37-2afefe1d4865,stones,MATERIAL,0,47,53,"area, a thicker accumulation of [TARGET] and clay building material had",True,
85a64e57-8b3b-4429-bf37-2afefe1d4865,clay building material,ARTEFACT,0,58,80,"thicker accumulation of stones and [TARGET] had collapsed into the pit,",True,
85a64e57-8b3b-4429-bf37-2afefe1d4865,clay building material,MATERIAL,0,58,80,"thicker accumulation of stones and [TARGET] had collapsed into the pit,",True,
85a64e57-8b3b-4429-bf37-2afefe1d4865,pit,CONTEXT,0,104,107,"material had collapsed into the [TARGET] , resulting in damage to",False,
85a64e57-8b3b-4429-bf37-2afefe1d4865,skeletal remains,ARTEFACT,0,136,152,"resulting in damage to the [TARGET] , particularly affecting the middle",False,SPECIES
85a64e57-8b3b-4429-bf37-2afefe1d4865,skeleton,ARTEFACT,0,203,211,the middle section of the [TARGET] through to the lower limbs.,False,SPECIES
85a64e57-8b3b-4429-bf37-2afefe1d4865,clay building material,ARTEFACT,0,256,278,"lower limbs. Seven pieces of [TARGET] , ranging from 7 cm",True,
85a64e57-8b3b-4429-bf37-2afefe1d4865,clay building material,MATERIAL,0,256,278,"lower limbs. Seven pieces of [TARGET] , ranging from 7 cm",True,
6973dd27-05dd-4bde-bc5f-f5f73d117592,burial cover,ARTEFACT,0,4,16,"The [TARGET] , which encases the entire",False,
6973dd27-05dd-4bde-bc5f-f5f73d117592,grave,CONTEXT,0,43,48,"cover, which encases the entire [TARGET] (1.35 m in length by",False,
6973dd27-05dd-4bde-bc5f-f5f73d117592,stones,ARTEFACT,0,153,159,"shape, consists predominantly of angular [TARGET] ranging from 15 cm to",True,
6973dd27-05dd-4bde-bc5f-f5f73d117592,stones,MATERIAL,0,153,159,"shape, consists predominantly of angular [TARGET] ranging from 15 cm to",True,
6973dd27-05dd-4bde-bc5f-f5f73d117592,clay,MATERIAL,0,220,224,with a few pieces of [TARGET] building material. The cover has,False,
6973dd27-05dd-4bde-bc5f-f5f73d117592,modern,PERIOD,0,283,289,"has been slightly damaged by [TARGET] ploughing. During excavation, it was",False,
6973dd27-05dd-4bde-bc5f-f5f73d117592,stones,ARTEFACT,0,364,370,identify an outer row of [TARGET] (c618) running along the edges,True,
6973dd27-05dd-4bde-bc5f-f5f73d117592,stones,MATERIAL,0,364,370,identify an outer row of [TARGET] (c618) running along the edges,True,
6973dd27-05dd-4bde-bc5f-f5f73d117592,c618,CONTEXT_ID,0,372,376,outer row of stones ( [TARGET] ) running along the edges,False,
6973dd27-05dd-4bde-bc5f-f5f73d117592,grave,CONTEXT,0,409,414,"along the edges of the [TARGET] , particularly on the southern,",False,
6973dd27-05dd-4bde-bc5f-f5f73d117592,southern,LOCATION,0,436,444,"the grave, particularly on the [TARGET] , northern, and western sides.",False,
6973dd27-05dd-4bde-bc5f-f5f73d117592,northern,LOCATION,0,446,454,"grave, particularly on the southern, [TARGET] , and western sides. On",False,
